TIMESTAMP,UserID,Location_Type,Location_Inside_or_Outside,Number_of_People_Present,Time_Spent_on_Location,Wearing_Masks,Staff_Properly_Wearing_PPE,People_Properly_Wearing_PPE,Social_Distancing,Additional_Measures_in_Place,Number_of_People_in_the_Party,All_Members_of_Household,All_Members_of_Support_Bubble,Quality_of_the_Airflow,Temperature_in_Venue,Humidity_in_Venue,Clean_after_Every_Usage,Any_Contact_Between_Members,Physical_Activity,Exposure_Led_to_Contamination,Risk_of_Contamination
01/01/20 00:51,c4e4fcf6-e826-4dd5-a1a3-f7e6b0938930,15,0,3,6,0,0,0,1,1,0,0,0,3,1,0,3,2,2,2,1
01/01/20 00:53,7c6681b0-c1f7-44d3-9e7c-c17954c369c1,12,0,3,2,0,0,0,1,0,2,0,0,2,0,1,3,2,2,0,1
01/01/20 00:54,e1ed5f18-c67e-48e6-8149-0b28f8697779,8,0,2,3,0,0,0,0,0,3,1,0,1,1,0,3,2,2,2,0
01/01/20 00:54,ea523f77-a60e-47cf-8412-255e94c3fe7d,12,1,3,1,1,0,0,1,0,1,1,0,3,1,1,3,1,0,2,1
01/01/20 00:55,5a369b34-9cc5-47e9-9e96-5b862d4f6b82,16,0,2,7,0,0,0,1,1,2,1,0,2,2,0,0,2,2,2,1
01/01/20 00:55,eec2766f-63fe-49e1-a22e-e2b5c59dfdb7,0,0,3,5,0,0,0,0,0,1,0,0,1,1,0,2,2,2,2,1
01/01/20 00:55,5d8320a5-eafb-46db-ae7d-6a7681d6e484,16,0,3,4,0,1,0,0,1,1,1,0,0,2,0,2,2,2,2,0
01/01/20 00:56,fbe4d973-72b1-4111-8257-5deb159fd342,15,0,2,3,0,0,0,0,0,1,1,0,1,2,0,3,2,2,0,0
01/01/20 00:58,178c2c57-9a7f-43fc-b313-75ac013209e2,4,0,1,1,0,0,0,1,0,2,1,0,2,1,0,2,2,2,2,1
01/01/20 00:58,3e59f3aa-b003-4790-bd71-70001c476c40,5,0,3,6,1,0,1,1,0,3,0,1,2,2,1,3,2,2,2,0
01/01/20 00:58,e4253019-5c2e-42d8-9e44-c2a73403933e,17,0,3,2,0,0,0,0,1,0,1,0,1,1,0,0,2,2,2,0
01/01/20 00:58,ca024dc1-7d25-40eb-9f57-a5c1d4b81c88,8,0,1,1,0,0,0,0,0,3,1,0,3,1,0,3,2,2,2,0
01/01/20 01:02,30c7b5b1-e1be-4206-a523-e3b5f3519624,13,0,2,0,0,0,0,1,0,1,0,0,1,0,1,3,2,2,2,1
01/01/20 01:06,c882882d-69d4-4f9e-97fa-eb661abf7de2,8,0,3,7,0,0,0,1,0,2,1,0,2,1,1,3,2,2,0,0
01/01/20 01:07,fbc93a4f-1a47-408f-877a-02caeab7c955,7,0,3,1,0,0,0,0,0,1,1,0,0,1,0,0,2,2,2,0
01/01/20 01:10,96c025fb-838c-4db7-8dcc-8db82cd614d1,1,0,3,3,0,0,0,1,1,3,1,0,1,1,0,3,2,2,0,1
01/01/20 01:12,9cf0016f-931d-49c6-8d47-59fd95b16053,9,0,3,1,0,0,0,1,0,1,1,0,0,2,0,2,2,2,2,0
01/01/20 01:12,74c762f7-73de-4d59-9453-aa33310d0c10,16,0,3,1,0,0,0,1,0,0,1,0,3,2,1,0,2,2,0,0
01/01/20 01:15,6aa53728-3b0e-43f0-a036-a06b787341ac,7,0,3,5,0,0,1,1,0,0,0,0,2,0,2,1,2,2,2,0
01/01/20 01:18,1156e1c1-2e52-48a7-a994-93864e6041a3,16,0,1,2,0,0,1,0,0,1,0,0,2,1,1,2,2,2,2,1
01/01/20 01:21,6c3022f6-b3ce-4394-9de7-baccad845d28,2,0,2,2,0,0,1,0,0,1,0,0,2,2,1,3,2,2,2,0
01/01/20 01:24,ec690110-341f-420b-b945-2c1340312026,6,0,3,6,0,0,0,1,1,1,1,0,3,1,1,3,2,2,2,1
01/01/20 01:26,dc7e4957-e3e9-4bba-b556-62f371651bf3,15,0,3,5,0,1,0,1,0,2,0,0,2,1,0,3,2,2,2,0
01/01/20 01:29,800b303b-54cc-45da-bc1f-f459d64a74ca,4,0,1,4,0,0,0,0,0,2,1,0,1,1,0,2,2,2,2,1
01/01/20 01:30,fd978ab3-6386-4ace-bf38-466da499f539,18,1,3,4,0,0,0,0,0,0,1,1,1,2,0,3,1,0,2,1
01/01/20 01:31,8f6d4d95-fc43-40de-8f8f-b7ced3ae7e07,7,0,2,2,0,0,0,0,0,1,1,0,3,1,0,2,2,2,2,1
01/01/20 01:32,88dd8396-5a04-4487-98be-a1cba2e6da4b,6,1,3,1,0,0,0,0,1,2,0,0,1,1,0,3,0,0,0,0
01/01/20 01:33,98c61161-49db-4040-b375-30b20b7e235d,8,0,1,3,0,0,0,1,0,0,1,0,0,1,0,3,2,2,2,0
01/01/20 01:35,76e2f610-e0c7-4728-8e28-9b06f6650950,14,0,2,4,1,0,1,0,0,1,1,0,1,2,0,2,2,2,2,0
01/01/20 01:35,406a137b-9be3-4843-a4ca-7ec118569a70,17,0,3,5,0,0,0,0,0,2,1,0,0,2,0,1,2,2,2,0
01/01/20 01:36,9df0cc36-80b6-4061-a162-b4e5122aa82f,3,0,3,2,0,0,0,0,0,3,1,0,0,1,1,0,2,2,2,1
01/01/20 01:40,453f3bbd-d0d7-4260-8556-01dd09f00aed,15,0,1,7,0,0,1,0,0,2,0,0,2,2,0,3,2,2,2,1
01/01/20 01:41,0ceca16f-2114-4614-acea-0177ac6f17ba,2,0,3,2,0,0,1,1,1,1,1,0,0,2,0,3,2,2,2,0
01/01/20 01:43,5c814ff4-f0ea-4400-a111-b87cf9a494a3,16,1,3,3,0,0,0,0,1,0,1,0,0,2,1,2,0,0,0,0
01/01/20 01:44,8897b0ba-819e-4b07-adc1-31c943c2a1eb,16,0,2,4,0,0,0,0,0,2,1,0,0,1,1,2,2,2,2,0
01/01/20 01:44,75285827-299a-4b33-b9f1-5b7bb9e0a08f,14,0,2,1,1,0,1,1,0,2,0,0,2,2,0,2,2,2,2,1
01/01/20 01:46,b65c85c1-a328-448f-96ab-47e5fbcc225d,8,0,2,6,0,0,0,1,0,1,1,0,0,2,0,3,2,2,2,0
01/01/20 01:47,44cb70da-e660-44ae-ba53-41465123d5d4,4,0,2,3,0,0,0,1,1,2,0,0,2,1,0,0,2,2,2,0
01/01/20 01:48,98d80f66-2ece-420e-bd8f-c8e1db8881f2,5,0,2,4,0,0,0,1,0,1,0,0,3,1,0,3,2,2,2,1
01/01/20 01:49,321e9858-996f-4005-a696-7647df880721,5,0,3,5,0,0,1,1,0,1,0,1,2,2,1,3,2,2,2,1
01/01/20 01:49,65398fbf-4f2a-4a3e-8e88-b5355faeb37d,5,0,3,6,0,0,0,0,0,2,0,0,3,1,0,3,2,2,2,0
01/01/20 01:50,1fc12790-0c45-4a98-a1f7-f31e4f47beed,5,0,2,6,1,0,0,0,0,1,1,0,2,2,0,3,2,2,2,1
01/01/20 01:53,e4fd732e-aed4-427f-a7fd-612ffca64f9e,15,0,2,6,0,0,0,0,1,2,0,0,2,1,1,3,2,2,2,0
01/01/20 01:53,51829fc8-fcd9-4306-80bd-7d59ec9c7f7e,14,0,0,6,1,0,1,1,0,1,1,0,0,1,0,2,2,2,0,1
01/01/20 01:57,6a5e099f-bdd3-4b18-b83a-fe8e419df578,5,0,2,6,0,0,1,1,0,2,1,0,3,2,1,3,2,2,2,1
01/01/20 01:57,68d23608-8af9-497f-bbaa-cac9745cc28f,12,0,3,7,0,0,0,0,0,2,1,0,2,2,0,3,2,2,2,0
01/01/20 01:59,9c523966-43e3-4f10-9ef0-83732b931aa3,18,0,2,1,0,0,0,1,0,2,1,0,1,1,0,3,2,2,2,0
01/01/20 02:03,171358e9-c54b-4249-9dbe-ca3207133fa3,13,0,3,5,0,0,0,0,1,1,0,0,1,2,1,3,2,2,2,1
01/01/20 02:07,83f7e6fd-a5cc-41c3-8304-10bcc7450b7b,14,0,0,3,1,0,1,0,0,2,1,0,3,1,1,0,2,2,2,1
01/01/20 02:08,8abf9c4d-bd9f-4dac-a5a0-34a5a9be51f7,9,0,0,7,0,0,0,0,1,0,1,0,1,2,1,2,2,2,2,0
01/01/20 02:11,fa420a10-5e76-4f6c-bee3-7fde09580847,8,0,2,8,0,0,0,0,0,2,0,0,2,2,2,3,2,2,2,1
01/01/20 02:15,19515e18-e92b-45a7-843a-7f8466e62b17,6,0,3,5,0,0,0,1,0,1,0,0,1,1,1,3,2,2,0,1
01/01/20 02:19,68959e05-85b8-4407-b0ba-b51936eaa79d,15,0,2,7,1,0,0,0,0,0,1,1,0,2,0,3,2,2,0,1
01/01/20 02:23,583da14a-426c-4ad0-9753-85a9a2c7159e,2,0,3,7,0,0,0,0,0,2,1,0,2,2,0,3,2,2,2,1
01/01/20 02:27,869e2285-8365-4fae-afa7-ad0b02d649c9,14,0,2,5,1,0,1,0,0,0,1,0,2,1,1,2,2,2,2,1
01/01/20 02:28,8c580ee8-3fd1-4a31-aba2-a6480d3009ba,8,0,3,6,0,0,1,0,0,0,0,0,2,1,0,3,2,2,2,1
01/01/20 02:31,e60c5ec1-b782-4c35-a25c-01357cbca0c4,16,0,2,5,0,0,0,0,0,1,1,0,2,1,0,2,2,2,2,1
01/01/20 02:33,78252b18-bb9a-4ec6-ae30-62f76b308115,14,0,2,2,1,0,1,0,0,2,0,0,2,0,1,2,2,2,0,1
01/01/20 02:37,a3a1c56e-3930-4140-870a-758307a77d00,5,0,3,2,0,0,0,1,0,1,1,0,0,1,0,3,2,2,2,0
01/01/20 02:40,845cdd9d-3b61-439b-abbc-19f3141e3663,7,0,3,7,0,0,0,0,0,2,1,0,2,0,2,2,2,2,2,1
01/01/20 02:40,dfbeebcc-b68b-4786-9c9c-416c37b011bc,8,0,3,0,0,0,0,0,0,0,1,0,1,1,0,3,2,2,2,0
01/01/20 02:40,ce74fef5-6982-49d0-92ce-f1bdef420404,15,0,2,1,0,0,0,0,0,2,0,0,0,0,0,3,2,2,2,0
01/01/20 02:43,5530c65b-0268-42e4-b692-637549d8023e,1,0,1,5,0,0,0,0,1,0,0,0,0,1,0,3,2,2,2,0
01/01/20 02:46,a62fa441-ac83-49a3-b7ae-bab26aafb0ef,10,0,2,4,0,0,0,0,0,3,1,0,2,0,1,3,2,2,2,1
01/01/20 02:49,d03cb39c-fe66-4412-8d7e-76afb6ce41c6,14,0,2,3,1,0,1,1,0,2,1,0,2,1,1,2,2,2,2,0
01/01/20 02:52,4b295b22-b4e3-424a-a7dd-5e8e292e9c94,10,0,2,1,0,0,0,0,0,2,1,0,2,1,0,3,2,2,2,1
01/01/20 02:53,dc896de2-2bab-4ea9-a26d-404ed673b378,6,0,3,5,0,0,0,0,0,2,1,0,1,0,0,3,2,2,2,0
01/01/20 02:57,a36bbabb-167f-4ca2-99dd-9454402ba277,7,0,2,7,1,0,1,0,1,3,1,0,1,0,0,0,2,2,2,0
01/01/20 03:00,e06dee5b-694b-4d9e-ae59-fcfceb307644,15,0,1,2,0,0,0,0,0,0,1,1,1,1,1,3,2,2,0,1
01/01/20 03:02,44e6dbf7-3b37-47a1-b6f3-6913237b40b3,15,0,2,3,0,0,1,0,0,1,1,0,1,1,0,3,2,2,2,0
01/01/20 03:03,51829fc8-fcd9-4306-80bd-7d59ec9c7f7e,15,0,2,1,0,0,1,0,0,2,1,0,3,1,1,3,2,2,2,1
01/01/20 03:05,8ff874ec-805a-47a8-bf15-ee4543df50dc,16,0,2,3,0,0,0,1,0,1,1,0,2,2,0,1,2,2,2,0
01/01/20 03:06,f4cb465d-01ea-4d7e-ae10-f86b304e2a6a,16,0,1,3,0,0,0,0,0,2,1,0,1,1,0,2,2,2,2,0
01/01/20 03:09,c43f7623-8710-4c9a-b49c-78d288f3f2aa,13,0,3,6,0,0,1,0,1,2,1,0,2,0,1,3,2,2,2,1
01/01/20 03:11,ba1055ff-41d1-4d8a-9037-45ca9ebcb948,14,1,3,6,1,0,1,1,1,2,1,0,2,1,0,0,0,0,2,1
01/01/20 03:14,2d811d78-3b27-4b74-9e15-315844f9aeba,6,1,3,2,0,0,0,1,0,2,1,0,2,2,0,3,0,0,2,1
01/01/20 03:15,4fe24ed5-b8e9-4217-91bb-454a45cdd9da,9,0,2,1,0,0,0,1,0,2,1,0,3,1,1,2,2,2,2,1
01/01/20 03:15,5638f416-870a-43d9-9df8-8748b4dd9633,5,0,3,2,0,0,0,1,0,1,0,0,3,1,0,3,2,2,2,1
01/01/20 03:16,3512748c-0583-4460-acbb-fcbe6e27ced8,13,0,2,6,0,0,0,1,1,2,1,0,1,1,0,3,2,2,2,1
01/01/20 03:18,277e9bfc-049d-4b9a-a2a0-dffd8c0eb4a4,12,0,3,2,0,0,0,1,0,2,1,0,3,0,0,3,2,2,2,0
01/01/20 03:19,de66c75a-37f9-43c6-a6cc-7a8dbf79f48f,16,0,3,2,0,0,0,1,0,2,1,0,0,1,2,2,2,2,2,0
01/01/20 03:21,a823f3d9-3b1b-4c19-83bc-9aea3c8b4cdf,4,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,2,2,2,0
01/01/20 03:21,a0220e22-15fa-438e-b149-fc64618277ac,13,0,3,7,0,0,0,0,0,1,1,1,0,1,1,3,2,2,2,1
01/01/20 03:22,400c65e0-c66f-4e03-bf8b-7cdd74f9dad5,13,0,3,2,0,0,0,0,0,1,0,0,1,1,1,3,2,2,2,1
01/01/20 03:24,034fe1ca-17fc-4688-ad66-f4c43d4abae2,9,0,2,4,0,0,0,0,0,1,1,0,1,1,1,2,2,2,2,0
01/01/20 03:24,d1aa1648-0e08-483d-9edc-8b872c7262b2,0,0,1,4,0,0,0,0,0,0,1,0,3,1,1,2,2,2,2,1
01/01/20 03:25,203f3340-55a6-4059-b346-1762f5b3f3f9,10,0,1,0,0,0,0,1,1,0,1,0,0,2,1,3,2,2,2,1
01/01/20 03:28,8d8a20f1-dc20-4ef1-9b7e-e7c95f831761,16,0,1,4,0,0,0,1,0,2,1,0,1,2,1,2,2,2,2,1
01/01/20 03:28,7373863c-cc7f-45df-ad7d-43b82e3c01f9,13,0,3,3,0,0,0,0,0,1,1,0,2,2,2,3,2,2,2,1
01/01/20 03:31,2d14ac63-aee5-416f-9858-ebbec4f79709,12,0,2,2,0,0,0,0,0,1,1,0,0,1,0,3,2,2,2,0
01/01/20 03:31,5dd8d885-88c7-4c13-a621-e455b8f8e3a8,8,0,3,3,0,0,0,0,0,1,0,0,2,1,0,3,2,2,2,0
01/01/20 03:34,7fae3de6-ae81-4c7c-ab38-7eb32d9ed33a,14,1,3,3,1,0,1,0,1,2,1,1,2,2,0,0,0,0,2,1
01/01/20 03:37,5aeebce0-4e03-4e2b-8793-277fd14aa920,10,0,2,2,0,0,0,1,1,1,0,0,1,2,1,3,2,2,0,1
01/01/20 03:37,8359f4d7-a73f-422e-8980-aa8441b25e90,4,0,2,5,0,0,0,0,0,2,0,0,1,1,0,2,2,2,2,0
01/01/20 03:39,1c472c4d-06c6-47df-8070-8cb722a4abf1,8,0,3,0,0,0,0,0,0,3,0,0,2,2,1,3,2,2,2,0
01/01/20 03:41,e1d14c54-4f8b-4afc-bf2b-7ea5529acea4,15,0,0,1,0,0,0,0,0,2,1,0,2,1,0,3,2,2,2,0
01/01/20 03:41,1019a4a1-7a50-43b5-bb01-3e4a98787843,5,0,1,5,0,0,0,1,0,3,0,0,0,1,0,3,2,2,2,1
01/01/20 03:41,1562f10f-da9f-4cf6-9f35-aafbffaca61c,2,0,0,4,0,0,0,1,0,2,1,0,0,1,0,3,2,2,2,1
01/01/20 03:45,5bfaab98-b7e3-454f-ade9-513048a3f4f3,15,0,3,3,0,0,1,0,0,1,1,0,0,1,0,3,2,2,2,1
01/01/20 03:45,5638f416-870a-43d9-9df8-8748b4dd9633,10,0,1,3,0,0,0,0,1,2,0,0,3,2,1,3,2,2,2,1
01/01/20 03:47,9a8473ac-8005-4cda-83f5-7dc4cfab259b,16,0,0,6,0,0,0,1,0,1,0,0,1,1,1,2,2,2,2,0
01/01/20 03:47,993f4f1c-8dd7-4d07-9624-fb551037dbf9,12,0,3,1,0,0,0,1,0,3,1,0,1,2,1,3,2,2,2,1
01/01/20 03:49,6c6a7c72-a89a-4b28-b474-2ab40a3249bb,7,0,2,6,0,0,0,0,0,1,1,0,0,1,0,2,2,2,2,0
01/01/20 03:51,e9a0091d-b174-428f-b772-e28f772fe1df,17,0,2,7,0,0,0,0,0,2,1,0,2,1,1,2,2,2,2,1
01/01/20 03:54,8c580ee8-3fd1-4a31-aba2-a6480d3009ba,6,1,1,2,0,0,0,0,0,0,0,0,0,1,1,3,1,0,2,1
01/01/20 03:56,c454e366-6344-4713-a462-5dc46972769c,9,0,2,4,0,0,0,0,0,1,0,0,1,2,0,1,2,2,2,0
01/01/20 03:56,07c1d941-e176-4057-b098-b7f542277052,8,0,3,5,0,0,0,1,0,1,1,0,1,1,0,3,2,2,2,0
01/01/20 03:58,a913047a-bf83-4e8d-8315-00166139f5ab,10,0,3,6,0,0,0,0,1,3,0,0,2,1,1,3,2,2,2,1
01/01/20 04:00,d51f58cc-ded4-489a-b5fd-66d74b507f25,0,0,3,1,0,0,0,1,1,1,0,0,3,2,0,1,2,2,2,1
01/01/20 04:04,33fe9dab-16d7-49b6-9ff0-fa9e7404f89d,5,0,2,1,0,0,0,0,0,1,1,0,1,1,0,3,2,2,2,1
01/01/20 04:04,1e7d91a0-2b23-4f3f-8f68-b7653a93c2cd,12,0,2,6,0,0,0,1,0,3,1,0,2,2,1,3,2,2,2,0
01/01/20 04:08,4d316714-a19f-4cfd-b7f6-ce1a03808594,15,0,2,3,0,0,0,1,0,2,0,0,2,2,1,3,2,2,2,1
01/01/20 04:10,56f9144e-9a51-4d05-a73f-1ddf47a31274,16,1,1,2,0,0,0,0,0,2,1,0,0,1,0,2,1,0,2,0
01/01/20 04:13,334ad276-f347-4307-9950-d3077ec0ca9d,0,0,0,1,0,0,0,0,0,2,1,0,3,1,1,2,2,2,2,1
01/01/20 04:17,ca962fb1-6f38-476a-a0fd-0c5b2a7645c8,13,0,3,4,0,0,0,1,0,1,0,0,3,1,0,3,2,2,2,1
01/01/20 04:21,cfd8d479-e72c-40a4-89c5-4c5e292e323a,15,0,0,6,0,0,0,0,0,1,0,0,3,1,1,3,2,2,2,0
01/01/20 04:21,c875ae1b-465b-4c04-90be-519f19f24571,7,0,1,1,0,0,0,1,1,0,0,0,2,1,1,2,2,2,0,0
01/01/20 04:23,06febb00-ad4c-4a45-922f-d25f6ea0f15f,3,0,2,3,0,0,0,0,0,2,1,1,2,1,1,1,2,2,2,0
01/01/20 04:25,7e02774f-3065-41ec-af90-8101ce7f688d,17,0,0,4,0,0,0,0,1,2,1,0,2,2,1,2,2,2,2,0
01/01/20 04:28,2a4df406-bc85-4b4a-88da-cfd7d7270a24,8,0,2,1,0,0,1,0,1,0,1,0,0,1,0,3,2,2,2,0
01/01/20 04:32,8c5ce4d9-31bc-42c9-94e4-7efe881263a0,12,0,2,6,0,0,0,0,0,2,0,0,1,1,0,3,2,2,2,0
01/01/20 04:33,1b03efa6-b820-4e1b-8251-da82b4c4fd3d,14,0,3,5,1,0,1,0,1,2,1,0,0,2,1,2,2,2,2,0
01/01/20 04:37,e4d08fa3-65b8-401b-93c2-427976f1a42c,8,0,2,6,0,0,0,1,0,1,1,0,1,1,1,3,2,2,2,0
01/01/20 04:39,00b96b91-caf0-4a30-a41b-618c1e10e7c4,18,1,3,1,0,0,0,0,0,1,0,0,2,1,1,3,1,0,2,1
01/01/20 04:42,a8f522b0-ad8e-4772-9d8d-6d05220e2322,4,0,3,3,0,0,1,0,0,1,1,0,2,1,0,2,2,2,2,0
01/01/20 04:45,9b01f2a7-cc3c-4761-8f65-6af208799c8e,9,0,3,1,0,0,0,0,0,1,1,1,2,1,1,2,2,2,0,1
01/01/20 04:49,ccab0fb8-19d0-48df-a1a4-1c3b1d65ba9c,4,0,3,1,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,0
01/01/20 04:52,53ea8501-0ddc-48e8-8d19-b527cbe238a0,16,0,3,3,0,0,0,0,0,2,1,0,3,1,1,2,2,2,2,0
01/01/20 04:52,be01532e-c522-45ec-ad50-cc927cb9977c,15,0,2,6,0,0,0,0,0,1,1,0,3,2,0,3,2,2,2,1
01/01/20 04:53,98fe92c4-1937-451d-b55c-875745dfbdd8,7,0,2,6,1,0,0,0,0,1,1,0,3,1,0,2,2,2,2,0
01/01/20 04:57,6a764f11-c7fd-4e94-88b7-dec0a9c854cd,7,0,3,2,0,0,0,0,0,3,1,0,1,2,0,1,2,2,2,0
01/01/20 04:59,803599fc-21a5-4b00-99d0-ae6769f7f0df,7,0,1,2,0,0,1,0,0,2,1,0,1,1,0,2,2,2,2,1
01/01/20 05:02,364f1d06-cd55-4538-bdf9-0f2c7873a6e3,8,0,2,6,0,0,0,0,0,1,0,0,0,1,0,3,2,2,2,0
01/01/20 05:05,96754022-488b-4ecd-8ff5-38bff7aa7afd,5,0,3,1,0,0,0,1,1,1,1,0,1,1,1,3,2,2,2,0
01/01/20 05:06,171358e9-c54b-4249-9dbe-ca3207133fa3,7,0,3,2,0,0,0,0,0,0,0,1,3,1,0,0,2,2,2,1
01/01/20 05:07,9579e98c-d4a0-4380-b931-d916ec0e14bf,8,0,0,6,0,0,0,0,0,2,1,0,1,1,0,3,2,2,2,0
01/01/20 05:09,6363043a-926c-4957-8c9a-4e0d10483766,10,0,3,3,0,0,0,0,0,1,1,0,1,1,1,3,2,2,0,1
01/01/20 05:10,50c7b2f2-3900-41f6-9edf-c65d09f967f8,15,0,1,1,0,0,0,0,0,1,1,0,2,2,0,3,2,2,2,0
01/01/20 05:11,8c81f214-0f14-4f3a-ba46-4987c952f3ad,8,0,3,2,1,0,1,0,0,2,1,0,0,1,0,3,2,2,2,1
01/01/20 05:13,68633461-4adc-4475-8d0c-3cbbe66d8c05,2,0,2,3,0,0,0,0,0,2,0,0,3,2,1,3,2,2,2,0
01/01/20 05:17,1bb89f7f-213a-4373-b05f-9dd2a9ef2677,8,0,2,4,0,0,0,1,0,3,1,0,1,1,0,3,2,2,2,1
01/01/20 05:19,f8d4120d-2ca3-4b28-be1a-89b3899e2719,9,0,3,1,0,0,0,0,0,0,1,0,3,0,1,0,2,2,0,1
01/01/20 05:21,b195f572-0569-48e1-a93d-be1a540e967a,16,0,2,3,0,0,0,0,1,1,1,0,1,1,0,1,2,2,2,0
